sample,category,count
M_LTX159_SU_T1-R5,7,3
M_LTX159_SU_T1-R5,8,1
M_LTX162_SU_T1-R1,1,0
M_LTX162_SU_T1-R1,2,2
M_LTX162_SU_T1-R1,3,7
M_LTX162_SU_T1-R1,4,2
M_LTX162_SU_T1-R1,5,1
M_LTX162_SU_T1-R1,6,4
M_LTX162_SU_T1-R1,7,1
M_LTX162_SU_T1-R1,8,0
M_LTX162_SU_T1-R2,1,0
M_LTX162_SU_T1-R2,2,1
M_LTX162_SU_T1-R2,3,3
M_LTX162_SU_T1-R2,4,1
M_LTX162_SU_T1-R2,5,1
M_LTX162_SU_T1-R2,6,1
M_LTX162_SU_T1-R2,7,2
M_LTX162_SU_T1-R2,8,0
M_LTX169_SU_T1-R1,1,2
M_LTX169_SU_T1-R1,2,3
M_LTX169_SU_T1-R1,3,2
M_LTX169_SU_T1-R1,4,1
M_LTX169_SU_T1-R1,5,4
M_LTX169_SU_T1-R1,6,0
M_LTX169_SU_T1-R1,7,0
M_LTX169_SU_T1-R1,8,0
M_LTX169_SU_T1-R2,1,0
M_LTX169_SU_T1-R2,2,7
M_LTX169_SU_T1-R2,3,4
M_LTX169_SU_T1-R2,4,1
M_LTX169_SU_T1-R2,5,3
M_LTX169_SU_T1-R2,6,1
M_LTX169_SU_T1-R2,7,0
M_LTX169_SU_T1-R2,8,0
M_LTX169_SU_T1-R3,1,9
M_LTX169_SU_T1-R3,2,8
M_LTX169_SU_T1-R3,3,5
M_LTX169_SU_T1-R3,4,0
M_LTX169_SU_T1-R3,5,0
M_LTX169_SU_T1-R3,6,0
M_LTX169_SU_T1-R3,7,1
M_LTX169_SU_T1-R3,8,4
M_LTX169_SU_T1-R4,1,2
M_LTX169_SU_T1-R4,2,4
M_LTX169_SU_T1-R4,3,5
M_LTX169_SU_T1-R4,4,0
M_LTX169_SU_T1-R4,5,0
M_LTX169_SU_T1-R4,6,0
M_LTX169_SU_T1-R4,7,5
M_LTX169_SU_T1-R4,8,0
M_LTX170_SU_T1-R1,1,0
M_LTX170_SU_T1-R1,2,24
M_LTX170_SU_T1-R1,3,4
M_LTX170_SU_T1-R1,4,3
M_LTX170_SU_T1-R1,5,0
M_LTX170_SU_T1-R1,6,0
M_LTX170_SU_T1-R1,7,0
M_LTX170_SU_T1-R1,8,0
M_LTX170_SU_T1-R2,1,0
M_LTX170_SU_T1-R2,2,26
M_LTX170_SU_T1-R2,3,7
M_LTX170_SU_T1-R2,4,0
M_LTX170_SU_T1-R2,5,0
M_LTX170_SU_T1-R2,6,0
M_LTX170_SU_T1-R2,7,0
M_LTX170_SU_T1-R2,8,0
M_LTX175_SU_T1-R1,1,1
M_LTX175_SU_T1-R1,2,3
M_LTX175_SU_T1-R1,3,19
M_LTX175_SU_T1-R1,4,13
M_LTX175_SU_T1-R1,5,25
M_LTX175_SU_T1-R1,6,2
M_LTX175_SU_T1-R1,7,6
M_LTX175_SU_T1-R1,8,15
M_LTX175_SU_T1-R2,1,0
M_LTX175_SU_T1-R2,2,6
M_LTX175_SU_T1-R2,3,19
M_LTX175_SU_T1-R2,4,36
M_LTX175_SU_T1-R2,5,13
M_LTX175_SU_T1-R2,6,6
M_LTX175_SU_T1-R2,7,4
M_LTX175_SU_T1-R2,8,9
M_LTX175_SU_T1-R3,1,2
M_LTX175_SU_T1-R3,2,15
M_LTX175_SU_T1-R3,3,39
M_LTX175_SU_T1-R3,4,15
M_LTX175_SU_T1-R3,5,9
M_LTX175_SU_T1-R3,6,4
M_LTX175_SU_T1-R3,7,3
M_LTX175_SU_T1-R3,8,3
M_LTX175_SU_T1-R4,1,1
M_LTX175_SU_T1-R4,2,7
M_LTX175_SU_T1-R4,3,25
M_LTX175_SU_T1-R4,4,50
M_LTX175_SU_T1-R4,5,14
M_LTX175_SU_T1-R4,6,14
M_LTX175_SU_T1-R4,7,4
M_LTX175_SU_T1-R4,8,9
M_LTX178_SU_T1-R1,1,2
M_LTX178_SU_T1-R1,2,6
M_LTX178_SU_T1-R1,3,7
M_LTX178_SU_T1-R1,4,0
M_LTX178_SU_T1-R1,5,0
M_LTX178_SU_T1-R1,6,1
M_LTX178_SU_T1-R1,7,3
M_LTX178_SU_T1-R1,8,1
M_LTX178_SU_T1-R2,1,0
M_LTX178_SU_T1-R2,2,9
M_LTX178_SU_T1-R2,3,1
M_LTX178_SU_T1-R2,4,0
M_LTX178_SU_T1-R2,5,5
M_LTX178_SU_T1-R2,6,0
M_LTX178_SU_T1-R2,7,0
M_LTX178_SU_T1-R2,8,0
M_LTX181_SU_T1-R1,1,0
M_LTX181_SU_T1-R1,2,1
M_LTX181_SU_T1-R1,3,4
M_LTX181_SU_T1-R1,4,1
M_LTX181_SU_T1-R1,5,0
M_LTX181_SU_T1-R1,6,0
M_LTX181_SU_T1-R1,7,0
M_LTX181_SU_T1-R1,8,0
M_LTX181_SU_T1-R2,1,0
M_LTX181_SU_T1-R2,2,1
M_LTX181_SU_T1-R2,3,6
M_LTX181_SU_T1-R2,4,1
M_LTX181_SU_T1-R2,5,0
M_LTX181_SU_T1-R2,6,0
M_LTX181_SU_T1-R2,7,0
M_LTX181_SU_T1-R2,8,0
M_LTX196_SU_T1-R1,1,1
M_LTX196_SU_T1-R1,2,4
M_LTX196_SU_T1-R1,3,12
M_LTX196_SU_T1-R1,4,4
M_LTX196_SU_T1-R1,5,0
M_LTX196_SU_T1-R1,6,0
M_LTX196_SU_T1-R1,7,0
M_LTX196_SU_T1-R1,8,6
M_LTX196_SU_T1-R2,1,0
M_LTX196_SU_T1-R2,2,2
M_LTX196_SU_T1-R2,3,16
M_LTX196_SU_T1-R2,4,4
M_LTX196_SU_T1-R2,5,3
M_LTX196_SU_T1-R2,6,4
M_LTX196_SU_T1-R2,7,0
M_LTX196_SU_T1-R2,8,0
M_LTX214_SU_T1-R1,1,2
M_LTX214_SU_T1-R1,2,13
M_LTX214_SU_T1-R1,3,18
M_LTX214_SU_T1-R1,4,5
M_LTX214_SU_T1-R1,5,6
M_LTX214_SU_T1-R1,6,1
M_LTX214_SU_T1-R1,7,1
M_LTX214_SU_T1-R1,8,1
M_LTX214_SU_T1-R2,1,2
M_LTX214_SU_T1-R2,2,9
M_LTX214_SU_T1-R2,3,5
M_LTX214_SU_T1-R2,4,1
M_LTX214_SU_T1-R2,5,0
M_LTX214_SU_T1-R2,6,0
M_LTX214_SU_T1-R2,7,0
M_LTX214_SU_T1-R2,8,4
M_LTX232_SU_T1-R1,1,0
M_LTX232_SU_T1-R1,2,1
M_LTX232_SU_T1-R1,3,26
M_LTX232_SU_T1-R1,4,2
M_LTX232_SU_T1-R1,5,6
M_LTX232_SU_T1-R1,6,1
M_LTX232_SU_T1-R1,7,2
M_LTX232_SU_T1-R1,8,3
M_LTX232_SU_T1-R2,1,1
M_LTX232_SU_T1-R2,2,4
M_LTX232_SU_T1-R2,3,24
M_LTX232_SU_T1-R2,4,1
M_LTX232_SU_T1-R2,5,4
M_LTX232_SU_T1-R2,6,1
M_LTX232_SU_T1-R2,7,4
M_LTX232_SU_T1-R2,8,1
M_LTX240_SU_T1-R1,1,1
M_LTX240_SU_T1-R1,2,2
M_LTX240_SU_T1-R1,3,24
M_LTX240_SU_T1-R1,4,3
M_LTX240_SU_T1-R1,5,2
M_LTX240_SU_T1-R1,6,0
M_LTX240_SU_T1-R1,7,0
M_LTX240_SU_T1-R1,8,0
M_LTX240_SU_T1-R2,1,3
M_LTX240_SU_T1-R2,2,6
M_LTX240_SU_T1-R2,3,30
M_LTX240_SU_T1-R2,4,4
M_LTX240_SU_T1-R2,5,1
M_LTX240_SU_T1-R2,6,0
M_LTX240_SU_T1-R2,7,0
M_LTX240_SU_T1-R2,8,0
M_LTX240_SU_T1-R3,1,3
M_LTX240_SU_T1-R3,2,2
M_LTX240_SU_T1-R3,3,23
M_LTX240_SU_T1-R3,4,6
M_LTX240_SU_T1-R3,5,1
M_LTX240_SU_T1-R3,6,0
M_LTX240_SU_T1-R3,7,0
M_LTX240_SU_T1-R3,8,0
M_LTX242_SU_T1-R1,1,0
M_LTX242_SU_T1-R1,2,1
M_LTX242_SU_T1-R1,3,4
M_LTX242_SU_T1-R1,4,2
M_LTX242_SU_T1-R1,5,2
M_LTX242_SU_T1-R1,6,0
M_LTX242_SU_T1-R1,7,1
M_LTX242_SU_T1-R1,8,3
M_LTX242_SU_T1-R2,1,1
M_LTX242_SU_T1-R2,2,2
M_LTX242_SU_T1-R2,3,4
M_LTX242_SU_T1-R2,4,5
M_LTX242_SU_T1-R2,5,5
M_LTX242_SU_T1-R2,6,1
M_LTX242_SU_T1-R2,7,0
M_LTX242_SU_T1-R2,8,4
M_LTX249_SU_T1-R1,1,1
M_LTX249_SU_T1-R1,2,6
M_LTX249_SU_T1-R1,3,20
M_LTX249_SU_T1-R1,4,2
M_LTX249_SU_T1-R1,5,2
M_LTX249_SU_T1-R1,6,1
M_LTX249_SU_T1-R1,7,0
M_LTX249_SU_T1-R1,8,0
M_LTX249_SU_T1-R2,1,0
M_LTX249_SU_T1-R2,2,2
M_LTX249_SU_T1-R2,3,5
M_LTX249_SU_T1-R2,4,14
M_LTX249_SU_T1-R2,5,4
M_LTX249_SU_T1-R2,6,5
M_LTX249_SU_T1-R2,7,2
M_LTX249_SU_T1-R2,8,1
M_LTX249_SU_T1-R3,1,0
M_LTX249_SU_T1-R3,2,4
M_LTX249_SU_T1-R3,3,19
M_LTX249_SU_T1-R3,4,10
M_LTX249_SU_T1-R3,5,5
M_LTX249_SU_T1-R3,6,1
M_LTX249_SU_T1-R3,7,0
M_LTX249_SU_T1-R3,8,0
M_LTX250_SU_LN1,1,3
M_LTX250_SU_LN1,2,9
M_LTX250_SU_LN1,3,6
M_LTX250_SU_LN1,4,0
M_LTX250_SU_LN1,5,0
M_LTX250_SU_LN1,6,0
M_LTX250_SU_LN1,7,3
M_LTX250_SU_LN1,8,2
M_LTX250_SU_LN2,1,4
M_LTX250_SU_LN2,2,12
M_LTX250_SU_LN2,3,8
M_LTX250_SU_LN2,4,0
M_LTX250_SU_LN2,5,0
M_LTX250_SU_LN2,6,2
M_LTX250_SU_LN2,7,2
M_LTX250_SU_LN2,8,1
M_LTX250_SU_T1-R1,1,1
M_LTX250_SU_T1-R1,2,12
M_LTX250_SU_T1-R1,3,29
M_LTX250_SU_T1-R1,4,18
M_LTX250_SU_T1-R1,5,7
M_LTX250_SU_T1-R1,6,2
M_LTX250_SU_T1-R1,7,2
M_LTX250_SU_T1-R1,8,4
M_LTX250_SU_T1-R2,1,2
M_LTX250_SU_T1-R2,2,2
M_LTX250_SU_T1-R2,3,16
M_LTX250_SU_T1-R2,4,9
M_LTX250_SU_T1-R2,5,3
M_LTX250_SU_T1-R2,6,0
M_LTX250_SU_T1-R2,7,0
M_LTX250_SU_T1-R2,8,5
M_LTX250_SU_T1-R3,1,0
M_LTX250_SU_T1-R3,2,0
M_LTX250_SU_T1-R3,3,5
M_LTX250_SU_T1-R3,4,0
M_LTX250_SU_T1-R3,5,0
M_LTX250_SU_T1-R3,6,0
M_LTX250_SU_T1-R3,7,0
M_LTX250_SU_T1-R3,8,0
M_LTX251_SU_T1-R1,1,0
M_LTX251_SU_T1-R1,2,4
M_LTX251_SU_T1-R1,3,25
M_LTX251_SU_T1-R1,4,10
M_LTX251_SU_T1-R1,5,8
M_LTX251_SU_T1-R1,6,1
M_LTX251_SU_T1-R1,7,1
M_LTX251_SU_T1-R1,8,1
M_LTX251_SU_T1-R2,1,0
M_LTX251_SU_T1-R2,2,1
M_LTX251_SU_T1-R2,3,22
M_LTX251_SU_T1-R2,4,7
M_LTX251_SU_T1-R2,5,6
M_LTX251_SU_T1-R2,6,3
M_LTX251_SU_T1-R2,7,2
M_LTX251_SU_T1-R2,8,1
R_LTX120_SU_T1-R1,1,0
R_LTX120_SU_T1-R1,2,0
R_LTX120_SU_T1-R1,3,8
R_LTX120_SU_T1-R1,4,5
R_LTX120_SU_T1-R1,5,4
R_LTX120_SU_T1-R1,6,3
R_LTX120_SU_T1-R1,7,0
R_LTX120_SU_T1-R1,8,5
R_LTX120_SU_T1-R2,1,0
R_LTX120_SU_T1-R2,2,0
R_LTX120_SU_T1-R2,3,11
R_LTX120_SU_T1-R2,4,6
R_LTX120_SU_T1-R2,5,2
R_LTX120_SU_T1-R2,6,0
R_LTX120_SU_T1-R2,7,2
R_LTX120_SU_T1-R2,8,3
R_LTX145_SU_T1-R1,1,0
R_LTX145_SU_T1-R1,2,21
R_LTX145_SU_T1-R1,3,0
R_LTX145_SU_T1-R1,4,0
R_LTX145_SU_T1-R1,5,0
R_LTX145_SU_T1-R1,6,0
R_LTX145_SU_T1-R1,7,0
R_LTX145_SU_T1-R1,8,0
R_LTX145_SU_T1-R2,1,0
R_LTX145_SU_T1-R2,2,16
R_LTX145_SU_T1-R2,3,1
R_LTX145_SU_T1-R2,4,0
R_LTX145_SU_T1-R2,5,0
R_LTX145_SU_T1-R2,6,0
R_LTX145_SU_T1-R2,7,0
R_LTX145_SU_T1-R2,8,0
R_LTX145_SU_T1-R3,1,0
R_LTX145_SU_T1-R3,2,17
R_LTX145_SU_T1-R3,3,1
R_LTX145_SU_T1-R3,4,0
R_LTX145_SU_T1-R3,5,0
R_LTX145_SU_T1-R3,6,0
R_LTX145_SU_T1-R3,7,0
R_LTX145_SU_T1-R3,8,0
R_LTX145_SU_T1-R4,1,0
R_LTX145_SU_T1-R4,2,16
R_LTX145_SU_T1-R4,3,1
R_LTX145_SU_T1-R4,4,0
R_LTX145_SU_T1-R4,5,0
R_LTX145_SU_T1-R4,6,0
R_LTX145_SU_T1-R4,7,0
R_LTX145_SU_T1-R4,8,0
R_LTX201_SU_LN1,1,0
R_LTX201_SU_LN1,2,0
R_LTX201_SU_LN1,3,4
R_LTX201_SU_LN1,4,1
R_LTX201_SU_LN1,5,0
R_LTX201_SU_LN1,6,0
R_LTX201_SU_LN1,7,0
R_LTX201_SU_LN1,8,0
R_LTX201_SU_T1-R1,1,1
R_LTX201_SU_T1-R1,2,12
R_LTX201_SU_T1-R1,3,8
R_LTX201_SU_T1-R1,4,1
R_LTX201_SU_T1-R1,5,0
R_LTX201_SU_T1-R1,6,1
R_LTX201_SU_T1-R1,7,4
R_LTX201_SU_T1-R1,8,0
R_LTX201_SU_T1-R2,1,0
R_LTX201_SU_T1-R2,2,0
R_LTX201_SU_T1-R2,3,5
R_LTX201_SU_T1-R2,4,0
R_LTX201_SU_T1-R2,5,0
R_LTX201_SU_T1-R2,6,0
R_LTX201_SU_T1-R2,7,0
R_LTX201_SU_T1-R2,8,0
R_LTX201_SU_T1-R3,1,0
R_LTX201_SU_T1-R3,2,13
R_LTX201_SU_T1-R3,3,3
R_LTX201_SU_T1-R3,4,1
R_LTX201_SU_T1-R3,5,0
R_LTX201_SU_T1-R3,6,4
R_LTX201_SU_T1-R3,7,1
R_LTX201_SU_T1-R3,8,0
R_LTX201_SU_T1-R4,1,0
R_LTX201_SU_T1-R4,2,12
R_LTX201_SU_T1-R4,3,2
R_LTX201_SU_T1-R4,4,0
R_LTX201_SU_T1-R4,5,0
R_LTX201_SU_T1-R4,6,4
R_LTX201_SU_T1-R4,7,0
R_LTX201_SU_T1-R4,8,1
R_LTX201_SU_T1-R5,1,2
R_LTX201_SU_T1-R5,2,8
R_LTX201_SU_T1-R5,3,7
R_LTX201_SU_T1-R5,4,0
R_LTX201_SU_T1-R5,5,0
R_LTX201_SU_T1-R5,6,2
R_LTX201_SU_T1-R5,7,1
R_LTX201_SU_T1-R5,8,2
R_LTX201_SU_T1-R6,1,1
R_LTX201_SU_T1-R6,2,18
R_LTX201_SU_T1-R6,3,5
R_LTX201_SU_T1-R6,4,1
R_LTX201_SU_T1-R6,5,1
R_LTX201_SU_T1-R6,6,0
R_LTX201_SU_T1-R6,7,4
R_LTX201_SU_T1-R6,8,1
R_LTX201_SU_T1-R7,1,3
R_LTX201_SU_T1-R7,2,10
R_LTX201_SU_T1-R7,3,8
R_LTX201_SU_T1-R7,4,0
R_LTX201_SU_T1-R7,5,0
R_LTX201_SU_T1-R7,6,0
R_LTX201_SU_T1-R7,7,0
R_LTX201_SU_T1-R7,8,5
R_LTX203_SU_LN1,1,5
R_LTX203_SU_LN1,2,8
R_LTX203_SU_LN1,3,3
R_LTX203_SU_LN1,4,0
R_LTX203_SU_LN1,5,0
R_LTX203_SU_LN1,6,2
R_LTX203_SU_LN1,7,2
R_LTX203_SU_LN1,8,1
R_LTX203_SU_T1-R1,1,3
R_LTX203_SU_T1-R1,2,12
R_LTX203_SU_T1-R1,3,23
R_LTX203_SU_T1-R1,4,6
R_LTX203_SU_T1-R1,5,3
R_LTX203_SU_T1-R1,6,2
R_LTX203_SU_T1-R1,7,0
R_LTX203_SU_T1-R1,8,9
R_LTX203_SU_T1-R2,1,3
R_LTX203_SU_T1-R2,2,4
R_LTX203_SU_T1-R2,3,21
R_LTX203_SU_T1-R2,4,15
R_LTX203_SU_T1-R2,5,8
R_LTX203_SU_T1-R2,6,3
R_LTX203_SU_T1-R2,7,0
R_LTX203_SU_T1-R2,8,10
R_LTX203_SU_T1-R3,1,1
R_LTX203_SU_T1-R3,2,3
R_LTX203_SU_T1-R3,3,3
R_LTX203_SU_T1-R3,4,1
R_LTX203_SU_T1-R3,5,0
R_LTX203_SU_T1-R3,6,0
R_LTX203_SU_T1-R3,7,0
R_LTX203_SU_T1-R3,8,5
R_LTX203_SU_T1-R4,1,7
R_LTX203_SU_T1-R4,2,17
R_LTX203_SU_T1-R4,3,18
R_LTX203_SU_T1-R4,4,5
R_LTX203_SU_T1-R4,5,3
R_LTX203_SU_T1-R4,6,2
R_LTX203_SU_T1-R4,7,2
R_LTX203_SU_T1-R4,8,9
U_LTX001_SU_T1-R1,1,0
U_LTX001_SU_T1-R1,2,2
U_LTX001_SU_T1-R1,3,5
U_LTX001_SU_T1-R1,4,1
U_LTX001_SU_T1-R1,5,2
U_LTX001_SU_T1-R1,6,0
U_LTX001_SU_T1-R1,7,0
U_LTX001_SU_T1-R1,8,0
U_LTX001_SU_T1-R2,1,0
U_LTX001_SU_T1-R2,2,1
U_LTX001_SU_T1-R2,3,6
U_LTX001_SU_T1-R2,4,3
U_LTX001_SU_T1-R2,5,0
U_LTX001_SU_T1-R2,6,1
U_LTX001_SU_T1-R2,7,0
U_LTX001_SU_T1-R2,8,0
U_LTX001_SU_T1-R3,1,0
U_LTX001_SU_T1-R3,2,2
U_LTX001_SU_T1-R3,3,8
U_LTX001_SU_T1-R3,4,5
U_LTX001_SU_T1-R3,5,0
U_LTX001_SU_T1-R3,6,1
U_LTX001_SU_T1-R3,7,0
U_LTX001_SU_T1-R3,8,0
U_LTX012_SU_T1-R1,1,0
U_LTX012_SU_T1-R1,2,1
U_LTX012_SU_T1-R1,3,42
U_LTX012_SU_T1-R1,4,8
U_LTX012_SU_T1-R1,5,6
U_LTX012_SU_T1-R1,6,1
U_LTX012_SU_T1-R1,7,0
U_LTX012_SU_T1-R1,8,0
U_LTX012_SU_T1-R2,1,0
U_LTX012_SU_T1-R2,2,5
U_LTX012_SU_T1-R2,3,37
U_LTX012_SU_T1-R2,4,5
U_LTX012_SU_T1-R2,5,6
U_LTX012_SU_T1-R2,6,2
U_LTX012_SU_T1-R2,7,0
U_LTX012_SU_T1-R2,8,0
U_LTX018_SU_T1-R1,1,0
U_LTX018_SU_T1-R1,2,0
U_LTX018_SU_T1-R1,3,9
U_LTX018_SU_T1-R1,4,1
U_LTX018_SU_T1-R1,5,2
U_LTX018_SU_T1-R1,6,3
U_LTX018_SU_T1-R1,7,2
U_LTX018_SU_T1-R1,8,2
U_LTX019_SU_T1-R1,1,0
U_LTX019_SU_T1-R1,2,4
U_LTX019_SU_T1-R1,3,6
U_LTX019_SU_T1-R1,4,0
U_LTX019_SU_T1-R1,5,0
U_LTX019_SU_T1-R1,6,3
U_LTX019_SU_T1-R1,7,1
U_LTX019_SU_T1-R1,8,1
U_LTX019_SU_T1-R2,1,1
U_LTX019_SU_T1-R2,2,0
U_LTX019_SU_T1-R2,3,4
U_LTX019_SU_T1-R2,4,1
U_LTX019_SU_T1-R2,5,0
U_LTX019_SU_T1-R2,6,0
U_LTX019_SU_T1-R2,7,0
U_LTX019_SU_T1-R2,8,0
U_LTX019_SU_T1-R3,1,2
U_LTX019_SU_T1-R3,2,46
U_LTX019_SU_T1-R3,3,12
U_LTX019_SU_T1-R3,4,0
U_LTX019_SU_T1-R3,5,0
U_LTX019_SU_T1-R3,6,2
U_LTX019_SU_T1-R3,7,3
U_LTX019_SU_T1-R3,8,0
U_LTX019_SU_T1-R4,1,0
U_LTX019_SU_T1-R4,2,7
U_LTX019_SU_T1-R4,3,35
U_LTX019_SU_T1-R4,4,4
U_LTX019_SU_T1-R4,5,7
U_LTX019_SU_T1-R4,6,3
U_LTX019_SU_T1-R4,7,1
U_LTX019_SU_T1-R4,8,4
U_LTX019_SU_T1-R5,1,0
U_LTX019_SU_T1-R5,2,3
U_LTX019_SU_T1-R5,3,27
U_LTX019_SU_T1-R5,4,15
U_LTX019_SU_T1-R5,5,5
U_LTX019_SU_T1-R5,6,2
U_LTX019_SU_T1-R5,7,0
U_LTX019_SU_T1-R5,8,5
U_LTX019_SU_T1-R6,1,0
U_LTX019_SU_T1-R6,2,3
U_LTX019_SU_T1-R6,3,20
U_LTX019_SU_T1-R6,4,6
U_LTX019_SU_T1-R6,5,4
U_LTX019_SU_T1-R6,6,1
U_LTX019_SU_T1-R6,7,0
U_LTX019_SU_T1-R6,8,5
U_LTX019_SU_T1-R7,1,2
U_LTX019_SU_T1-R7,2,3
U_LTX019_SU_T1-R7,3,16
U_LTX019_SU_T1-R7,4,8
U_LTX019_SU_T1-R7,5,5
U_LTX019_SU_T1-R7,6,1
U_LTX019_SU_T1-R7,7,0
U_LTX019_SU_T1-R7,8,5
U_LTX022_SU_T1-R1,1,2
U_LTX022_SU_T1-R1,2,6
U_LTX022_SU_T1-R1,3,5
U_LTX022_SU_T1-R1,4,4
U_LTX022_SU_T1-R1,5,1
U_LTX022_SU_T1-R1,6,1
U_LTX022_SU_T1-R1,7,0
U_LTX022_SU_T1-R1,8,4
U_LTX022_SU_T1-R2,1,6
U_LTX022_SU_T1-R2,2,9
U_LTX022_SU_T1-R2,3,4
U_LTX022_SU_T1-R2,4,0
U_LTX022_SU_T1-R2,5,0
U_LTX022_SU_T1-R2,6,2
U_LTX022_SU_T1-R2,7,2
U_LTX022_SU_T1-R2,8,0
U_LTX022_SU_T1-R3,1,0
U_LTX022_SU_T1-R3,2,2
U_LTX022_SU_T1-R3,3,4
U_LTX022_SU_T1-R3,4,0
U_LTX022_SU_T1-R3,5,0
U_LTX022_SU_T1-R3,6,0
U_LTX022_SU_T1-R3,7,0
U_LTX022_SU_T1-R3,8,0
U_LTX022_SU_T1-R4,1,1
U_LTX022_SU_T1-R4,2,5
U_LTX022_SU_T1-R4,3,0
U_LTX022_SU_T1-R4,4,4
U_LTX022_SU_T1-R4,5,0
U_LTX022_SU_T1-R4,6,0
U_LTX022_SU_T1-R4,7,0
U_LTX022_SU_T1-R4,8,0
U_LTX022_SU_T1-R5,1,0
U_LTX022_SU_T1-R5,2,7
U_LTX022_SU_T1-R5,3,14
U_LTX022_SU_T1-R5,4,2
U_LTX022_SU_T1-R5,5,1
U_LTX022_SU_T1-R5,6,1
U_LTX022_SU_T1-R5,7,0
U_LTX022_SU_T1-R5,8,2
U_LTX022_SU_T1-R6,1,0
U_LTX022_SU_T1-R6,2,0
U_LTX022_SU_T1-R6,3,0
U_LTX022_SU_T1-R6,4,0
U_LTX022_SU_T1-R6,5,2
U_LTX022_SU_T1-R6,6,2
U_LTX022_SU_T1-R6,7,0
U_LTX022_SU_T1-R6,8,0
U_LTX029_SU_T1-R1,1,1
U_LTX029_SU_T1-R1,2,46
U_LTX029_SU_T1-R1,3,7
U_LTX029_SU_T1-R1,4,1
U_LTX029_SU_T1-R1,5,0
U_LTX029_SU_T1-R1,6,0
U_LTX029_SU_T1-R1,7,0
U_LTX029_SU_T1-R1,8,0
U_LTX029_SU_T1-R2,1,2
U_LTX029_SU_T1-R2,2,46
U_LTX029_SU_T1-R2,3,2
U_LTX029_SU_T1-R2,4,0
U_LTX029_SU_T1-R2,5,0
U_LTX029_SU_T1-R2,6,0
U_LTX029_SU_T1-R2,7,0
U_LTX029_SU_T1-R2,8,0
U_LTX030_SU_T1-R1,1,0
U_LTX030_SU_T1-R1,2,4
U_LTX030_SU_T1-R1,3,14
U_LTX030_SU_T1-R1,4,3
U_LTX030_SU_T1-R1,5,0
U_LTX030_SU_T1-R1,6,1
U_LTX030_SU_T1-R1,7,0
U_LTX030_SU_T1-R1,8,4
U_LTX030_SU_T1-R2,1,2
U_LTX030_SU_T1-R2,2,12
U_LTX030_SU_T1-R2,3,7
U_LTX030_SU_T1-R2,4,2
U_LTX030_SU_T1-R2,5,0
U_LTX030_SU_T1-R2,6,0
U_LTX030_SU_T1-R2,7,1
U_LTX030_SU_T1-R2,8,3
U_LTX031_SU_T1-R2,1,4
U_LTX031_SU_T1-R2,2,19
U_LTX031_SU_T1-R2,3,6
U_LTX031_SU_T1-R2,4,6
U_LTX031_SU_T1-R2,5,0
U_LTX031_SU_T1-R2,6,0
U_LTX031_SU_T1-R2,7,0
U_LTX031_SU_T1-R2,8,0
U_LTX036_SU_T1-R1,1,3
U_LTX036_SU_T1-R1,2,4
U_LTX036_SU_T1-R1,3,25
U_LTX036_SU_T1-R1,4,10
U_LTX036_SU_T1-R1,5,3
U_LTX036_SU_T1-R1,6,1
U_LTX036_SU_T1-R1,7,3
U_LTX036_SU_T1-R1,8,5
U_LTX036_SU_T1-R2,1,0
U_LTX036_SU_T1-R2,2,0
U_LTX036_SU_T1-R2,3,5
U_LTX036_SU_T1-R2,4,0
U_LTX036_SU_T1-R2,5,0
U_LTX036_SU_T1-R2,6,0
U_LTX036_SU_T1-R2,7,0
U_LTX036_SU_T1-R2,8,0
U_LTX036_SU_T1-R3,1,0
U_LTX036_SU_T1-R3,2,13
U_LTX036_SU_T1-R3,3,34
U_LTX036_SU_T1-R3,4,10
U_LTX036_SU_T1-R3,5,4
U_LTX036_SU_T1-R3,6,0
U_LTX036_SU_T1-R3,7,6
U_LTX036_SU_T1-R3,8,2
U_LTX036_SU_T1-R4,1,0
U_LTX036_SU_T1-R4,2,5
U_LTX036_SU_T1-R4,3,30
U_LTX036_SU_T1-R4,4,17
U_LTX036_SU_T1-R4,5,7
U_LTX036_SU_T1-R4,6,3
U_LTX036_SU_T1-R4,7,0
U_LTX036_SU_T1-R4,8,6
U_LTX036_SU_T1-R5,1,1
U_LTX036_SU_T1-R5,2,3
U_LTX036_SU_T1-R5,3,0
U_LTX036_SU_T1-R5,4,1
U_LTX036_SU_T1-R5,5,0
U_LTX036_SU_T1-R5,6,3
U_LTX036_SU_T1-R5,7,0
U_LTX036_SU_T1-R5,8,1
U_LTX036_SU_T1-R6,1,0
U_LTX036_SU_T1-R6,2,5
U_LTX036_SU_T1-R6,3,34
U_LTX036_SU_T1-R6,4,12
U_LTX036_SU_T1-R6,5,1
U_LTX036_SU_T1-R6,6,3
U_LTX036_SU_T1-R6,7,2
U_LTX036_SU_T1-R6,8,3
U_LTX036_SU_T1-R7,1,1
U_LTX036_SU_T1-R7,2,1
U_LTX036_SU_T1-R7,3,2
U_LTX036_SU_T1-R7,4,0
U_LTX036_SU_T1-R7,5,4
U_LTX036_SU_T1-R7,6,1
U_LTX036_SU_T1-R7,7,0
U_LTX036_SU_T1-R7,8,0
U_LTX036_SU_T1-R8,1,3
U_LTX036_SU_T1-R8,2,4
U_LTX036_SU_T1-R8,3,5
U_LTX036_SU_T1-R8,4,0
