sample,category,fragment_count,total_fragment_size_bp,total_fragment_size_mb
M_LTX149_SU_T1-R4,7,0,0,0
M_LTX149_SU_T1-R4,8,0,0,0
M_LTX159_SU_T1-R1,1,6,1310233,1.310233
M_LTX159_SU_T1-R1,2,5,10436309,10.436309
M_LTX159_SU_T1-R1,3,11,230341036,230.341036
M_LTX159_SU_T1-R1,4,0,0,0
M_LTX159_SU_T1-R1,5,0,0,0
M_LTX159_SU_T1-R1,6,0,0,0
M_LTX159_SU_T1-R1,7,0,0,0
M_LTX159_SU_T1-R1,8,5,150564844,150.564844
M_LTX159_SU_T1-R2,1,0,0,0
M_LTX159_SU_T1-R2,2,4,1431578,1.431578
M_LTX159_SU_T1-R2,3,3,5539570,5.53957
M_LTX159_SU_T1-R2,4,0,0,0
M_LTX159_SU_T1-R2,5,1,59861,0.059861
M_LTX159_SU_T1-R2,6,4,150504983,150.504983
M_LTX159_SU_T1-R2,7,0,0,0
M_LTX159_SU_T1-R2,8,0,0,0
M_LTX159_SU_T1-R3,1,1,3152,0.003152
M_LTX159_SU_T1-R3,2,3,2124361,2.124361
M_LTX159_SU_T1-R3,3,4,10981493,10.981493
M_LTX159_SU_T1-R3,4,0,0,0
M_LTX159_SU_T1-R3,5,0,0,0
M_LTX159_SU_T1-R3,6,1,59861,0.059861
M_LTX159_SU_T1-R3,7,0,0,0
M_LTX159_SU_T1-R3,8,4,150504983,150.504983
M_LTX159_SU_T1-R4,1,2,248030,0.24803
M_LTX159_SU_T1-R4,2,2,3102158,3.102158
M_LTX159_SU_T1-R4,3,7,15530255,15.530255
M_LTX159_SU_T1-R4,4,1,65775,0.065775
M_LTX159_SU_T1-R4,5,0,0,0
M_LTX159_SU_T1-R4,6,1,59861,0.059861
M_LTX159_SU_T1-R4,7,2,144300729,144.300729
M_LTX159_SU_T1-R4,8,2,6204254,6.204254
M_LTX159_SU_T1-R5,1,2,5408,0.005408
M_LTX159_SU_T1-R5,2,2,358169,0.358169
M_LTX159_SU_T1-R5,3,5,11682524,11.682524
M_LTX159_SU_T1-R5,4,0,0,0
M_LTX159_SU_T1-R5,5,0,0,0
M_LTX159_SU_T1-R5,6,1,59861,0.059861
M_LTX159_SU_T1-R5,7,3,148716552,148.716552
M_LTX159_SU_T1-R5,8,1,1788431,1.788431
M_LTX162_SU_T1-R1,1,0,0,0
M_LTX162_SU_T1-R1,2,2,3466557,3.466557
M_LTX162_SU_T1-R1,3,7,74829626,74.829626
M_LTX162_SU_T1-R1,4,2,15550920,15.55092
M_LTX162_SU_T1-R1,5,1,16555628,16.555628
M_LTX162_SU_T1-R1,6,4,95641109,95.641109
M_LTX162_SU_T1-R1,7,1,7320410,7.32041
M_LTX162_SU_T1-R1,8,0,0,0
M_LTX162_SU_T1-R2,1,0,0,0
M_LTX162_SU_T1-R2,2,1,3561897,3.561897
M_LTX162_SU_T1-R2,3,3,73244234,73.244234
M_LTX162_SU_T1-R2,4,1,1599882,1.599882
M_LTX162_SU_T1-R2,5,1,287,2.87e-4
M_LTX162_SU_T1-R2,6,1,29353505,29.353505
M_LTX162_SU_T1-R2,7,2,109310622,109.310622
M_LTX162_SU_T1-R2,8,0,0,0
M_LTX169_SU_T1-R1,1,2,1133546,1.133546
M_LTX169_SU_T1-R1,2,3,1480732,1.480732
M_LTX169_SU_T1-R1,3,2,5705456,5.705456
M_LTX169_SU_T1-R1,4,1,0,0
M_LTX169_SU_T1-R1,5,4,139392081,139.392081
M_LTX169_SU_T1-R1,6,0,0,0
M_LTX169_SU_T1-R1,7,0,0,0
M_LTX169_SU_T1-R1,8,0,0,0
M_LTX169_SU_T1-R2,1,0,0,0
M_LTX169_SU_T1-R2,2,7,2871937,2.871937
M_LTX169_SU_T1-R2,3,4,13434060,13.43406
M_LTX169_SU_T1-R2,4,1,0,0
M_LTX169_SU_T1-R2,5,3,113244533,113.244533
M_LTX169_SU_T1-R2,6,1,26147548,26.147548
M_LTX169_SU_T1-R2,7,0,0,0
M_LTX169_SU_T1-R2,8,0,0,0
M_LTX169_SU_T1-R3,1,9,629841,0.629841
M_LTX169_SU_T1-R3,2,8,30237912,30.237912
M_LTX169_SU_T1-R3,3,5,7817655,7.817655
M_LTX169_SU_T1-R3,4,0,0,0
M_LTX169_SU_T1-R3,5,0,0,0
M_LTX169_SU_T1-R3,6,0,0,0
M_LTX169_SU_T1-R3,7,1,0,0
M_LTX169_SU_T1-R3,8,4,139392081,139.392081
M_LTX169_SU_T1-R4,1,2,320543,0.320543
M_LTX169_SU_T1-R4,2,4,2016100,2.0161
M_LTX169_SU_T1-R4,3,5,12625431,12.625431
M_LTX169_SU_T1-R4,4,0,0,0
M_LTX169_SU_T1-R4,5,0,0,0
M_LTX169_SU_T1-R4,6,0,0,0
M_LTX169_SU_T1-R4,7,5,139392081,139.392081
M_LTX169_SU_T1-R4,8,0,0,0
M_LTX170_SU_T1-R1,1,0,0,0
M_LTX170_SU_T1-R1,2,24,284303513,284.303513
M_LTX170_SU_T1-R1,3,4,1507365,1.507365
M_LTX170_SU_T1-R1,4,3,144311702,144.311702
M_LTX170_SU_T1-R1,5,0,0,0
M_LTX170_SU_T1-R1,6,0,0,0
M_LTX170_SU_T1-R1,7,0,0,0
M_LTX170_SU_T1-R1,8,0,0,0
M_LTX170_SU_T1-R2,1,0,0,0
M_LTX170_SU_T1-R2,2,26,284482776,284.482776
M_LTX170_SU_T1-R2,3,7,145819067,145.819067
M_LTX170_SU_T1-R2,4,0,0,0
M_LTX170_SU_T1-R2,5,0,0,0
M_LTX170_SU_T1-R2,6,0,0,0
M_LTX170_SU_T1-R2,7,0,0,0
M_LTX170_SU_T1-R2,8,0,0,0
M_LTX175_SU_T1-R1,1,1,162400,0.1624
M_LTX175_SU_T1-R1,2,3,8255495,8.255495
M_LTX175_SU_T1-R1,3,19,166370745,166.370745
M_LTX175_SU_T1-R1,4,13,414725395,414.725395
M_LTX175_SU_T1-R1,5,25,690312017,690.312017
M_LTX175_SU_T1-R1,6,2,1904436,1.904436
M_LTX175_SU_T1-R1,7,6,230109052,230.109052
M_LTX175_SU_T1-R1,8,15,148353395,148.353395
M_LTX175_SU_T1-R2,1,0,0,0
M_LTX175_SU_T1-R2,2,6,41884428,41.884428
M_LTX175_SU_T1-R2,3,19,176224668,176.224668
M_LTX175_SU_T1-R2,4,36,945974522,945.974522
M_LTX175_SU_T1-R2,5,13,211567401,211.567401
M_LTX175_SU_T1-R2,6,6,91014247,91.014247
M_LTX175_SU_T1-R2,7,4,150813605,150.813605
M_LTX175_SU_T1-R2,8,9,92550590,92.55059
M_LTX175_SU_T1-R3,1,2,1139382,1.139382
M_LTX175_SU_T1-R3,2,15,135515349,135.515349
M_LTX175_SU_T1-R3,3,39,1113067496,1113.067496
M_LTX175_SU_T1-R3,4,15,240729439,240.729439
M_LTX175_SU_T1-R3,5,9,19868133,19.868133
M_LTX175_SU_T1-R3,6,4,74791533,74.791533
M_LTX175_SU_T1-R3,7,3,30134094,30.134094
M_LTX175_SU_T1-R3,8,3,35698708,35.698708
M_LTX175_SU_T1-R4,1,1,162400,0.1624
M_LTX175_SU_T1-R4,2,7,42600141,42.600141
M_LTX175_SU_T1-R4,3,25,193022895,193.022895
M_LTX175_SU_T1-R4,4,50,964329406,964.329406
M_LTX175_SU_T1-R4,5,14,158167846,158.167846
M_LTX175_SU_T1-R4,6,14,156261705,156.261705
M_LTX175_SU_T1-R4,7,4,85476563,85.476563
M_LTX175_SU_T1-R4,8,9,111596467,111.596467
M_LTX178_SU_T1-R1,1,2,12433,0.012433
M_LTX178_SU_T1-R1,2,6,9121032,9.121032
M_LTX178_SU_T1-R1,3,7,11471022,11.471022
M_LTX178_SU_T1-R1,4,0,0,0
M_LTX178_SU_T1-R1,5,0,0,0
M_LTX178_SU_T1-R1,6,1,0,0
M_LTX178_SU_T1-R1,7,3,144407338,144.407338
M_LTX178_SU_T1-R1,8,1,0,0
M_LTX178_SU_T1-R2,1,0,0,0
M_LTX178_SU_T1-R2,2,9,3321701,3.321701
M_LTX178_SU_T1-R2,3,1,114482,0.114482
M_LTX178_SU_T1-R2,4,0,0,0
M_LTX178_SU_T1-R2,5,5,144407338,144.407338
M_LTX178_SU_T1-R2,6,0,0,0
M_LTX178_SU_T1-R2,7,0,0,0
M_LTX178_SU_T1-R2,8,0,0,0
M_LTX181_SU_T1-R1,1,0,0,0
M_LTX181_SU_T1-R1,2,1,18800815,18.800815
M_LTX181_SU_T1-R1,3,4,144637172,144.637172
M_LTX181_SU_T1-R1,4,1,45238,0.045238
M_LTX181_SU_T1-R1,5,0,0,0
M_LTX181_SU_T1-R1,6,0,0,0
M_LTX181_SU_T1-R1,7,0,0,0
M_LTX181_SU_T1-R1,8,0,0,0
M_LTX181_SU_T1-R2,1,0,0,0
M_LTX181_SU_T1-R2,2,1,17135632,17.135632
M_LTX181_SU_T1-R2,3,6,137384245,137.384245
M_LTX181_SU_T1-R2,4,1,17064,0.017064
M_LTX181_SU_T1-R2,5,0,0,0
M_LTX181_SU_T1-R2,6,0,0,0
M_LTX181_SU_T1-R2,7,0,0,0
M_LTX181_SU_T1-R2,8,0,0,0
M_LTX196_SU_T1-R1,1,1,990523,0.990523
M_LTX196_SU_T1-R1,2,4,71982590,71.98259
M_LTX196_SU_T1-R1,3,12,433173099,433.173099
M_LTX196_SU_T1-R1,4,4,80237153,80.237153
M_LTX196_SU_T1-R1,5,0,0,0
M_LTX196_SU_T1-R1,6,0,0,0
M_LTX196_SU_T1-R1,7,0,0,0
M_LTX196_SU_T1-R1,8,6,140987972,140.987972
M_LTX196_SU_T1-R2,1,0,0,0
M_LTX196_SU_T1-R2,2,2,33167259,33.167259
M_LTX196_SU_T1-R2,3,16,406557120,406.55712
M_LTX196_SU_T1-R2,4,4,89792078,89.792078
M_LTX196_SU_T1-R2,5,3,595683,0.595683
M_LTX196_SU_T1-R2,6,4,140987685,140.987685
M_LTX196_SU_T1-R2,7,0,0,0
M_LTX196_SU_T1-R2,8,0,0,0
M_LTX214_SU_T1-R1,1,2,6300541,6.300541
M_LTX214_SU_T1-R1,2,13,108716016,108.716016
M_LTX214_SU_T1-R1,3,18,69586039,69.586039
M_LTX214_SU_T1-R1,4,5,90347443,90.347443
M_LTX214_SU_T1-R1,5,6,101794254,101.794254
M_LTX214_SU_T1-R1,6,1,215192,0.215192
M_LTX214_SU_T1-R1,7,1,44424082,44.424082
M_LTX214_SU_T1-R1,8,1,1700955,1.700955
M_LTX214_SU_T1-R2,1,2,187531,0.187531
M_LTX214_SU_T1-R2,2,9,126240033,126.240033
M_LTX214_SU_T1-R2,3,5,55223882,55.223882
M_LTX214_SU_T1-R2,4,1,661086,0.661086
M_LTX214_SU_T1-R2,5,0,0,0
M_LTX214_SU_T1-R2,6,0,0,0
M_LTX214_SU_T1-R2,7,0,0,0
M_LTX214_SU_T1-R2,8,4,146268450,146.26845
M_LTX232_SU_T1-R1,1,0,0,0
M_LTX232_SU_T1-R1,2,1,565957,0.565957
M_LTX232_SU_T1-R1,3,26,1064881383,1064.881383
M_LTX232_SU_T1-R1,4,2,1142677,1.142677
M_LTX232_SU_T1-R1,5,6,91798661,91.798661
M_LTX232_SU_T1-R1,6,1,129435,0.129435
M_LTX232_SU_T1-R1,7,2,4311903,4.311903
M_LTX232_SU_T1-R1,8,3,144311468,144.311468
M_LTX232_SU_T1-R2,1,1,367610,0.36761
M_LTX232_SU_T1-R2,2,4,1416798,1.416798
M_LTX232_SU_T1-R2,3,24,1002109695,1002.109695
M_LTX232_SU_T1-R2,4,1,7344296,7.344296
M_LTX232_SU_T1-R2,5,4,84169225,84.169225
M_LTX232_SU_T1-R2,6,1,129435,0.129435
M_LTX232_SU_T1-R2,7,4,148612065,148.612065
M_LTX232_SU_T1-R2,8,1,0,0
M_LTX240_SU_T1-R1,1,1,3862382,3.862382
M_LTX240_SU_T1-R1,2,2,9931098,9.931098
M_LTX240_SU_T1-R1,3,24,789905984,789.905984
M_LTX240_SU_T1-R1,4,3,93725637,93.725637
M_LTX240_SU_T1-R1,5,2,17115284,17.115284
M_LTX240_SU_T1-R1,6,0,0,0
M_LTX240_SU_T1-R1,7,0,0,0
M_LTX240_SU_T1-R1,8,0,0,0
M_LTX240_SU_T1-R2,1,3,3852596,3.852596
M_LTX240_SU_T1-R2,2,6,4409346,4.409346
M_LTX240_SU_T1-R2,3,30,788313646,788.313646
M_LTX240_SU_T1-R2,4,4,96909793,96.909793
M_LTX240_SU_T1-R2,5,1,16904472,16.904472
M_LTX240_SU_T1-R2,6,0,0,0
M_LTX240_SU_T1-R2,7,0,0,0
M_LTX240_SU_T1-R2,8,0,0,0
M_LTX240_SU_T1-R3,1,3,456998,0.456998
M_LTX240_SU_T1-R3,2,2,68272,0.068272
M_LTX240_SU_T1-R3,3,23,791238042,791.238042
M_LTX240_SU_T1-R3,4,6,105697325,105.697325
M_LTX240_SU_T1-R3,5,1,16904472,16.904472
M_LTX240_SU_T1-R3,6,0,0,0
M_LTX240_SU_T1-R3,7,0,0,0
M_LTX240_SU_T1-R3,8,0,0,0
M_LTX242_SU_T1-R1,1,0,0,0
M_LTX242_SU_T1-R1,2,1,59011,0.059011
M_LTX242_SU_T1-R1,3,4,146416335,146.416335
M_LTX242_SU_T1-R1,4,2,425805,0.425805
M_LTX242_SU_T1-R1,5,2,69620680,69.62068
M_LTX242_SU_T1-R1,6,0,0,0
M_LTX242_SU_T1-R1,7,1,0,0
M_LTX242_SU_T1-R1,8,3,144442914,144.442914
M_LTX242_SU_T1-R2,1,1,1914,0.001914
M_LTX242_SU_T1-R2,2,2,417292,0.417292
M_LTX242_SU_T1-R2,3,4,150923380,150.92338
M_LTX242_SU_T1-R2,4,5,800530,0.80053
M_LTX242_SU_T1-R2,5,5,69643321,69.643321
M_LTX242_SU_T1-R2,6,1,176891,0.176891
M_LTX242_SU_T1-R2,7,0,0,0
M_LTX242_SU_T1-R2,8,4,144442914,144.442914
M_LTX249_SU_T1-R1,1,1,388657,0.388657
M_LTX249_SU_T1-R1,2,6,52886945,52.886945
M_LTX249_SU_T1-R1,3,20,768853358,768.853358
M_LTX249_SU_T1-R1,4,2,6949295,6.949295
M_LTX249_SU_T1-R1,5,2,233207443,233.207443
M_LTX249_SU_T1-R1,6,1,39576,0.039576
M_LTX249_SU_T1-R1,7,0,0,0
M_LTX249_SU_T1-R1,8,0,0,0
M_LTX249_SU_T1-R2,1,0,0,0
M_LTX249_SU_T1-R2,2,2,8225918,8.225918
M_LTX249_SU_T1-R2,3,5,59870033,59.870033
M_LTX249_SU_T1-R2,4,14,752714004,752.714004
M_LTX249_SU_T1-R2,5,4,6971830,6.97183
M_LTX249_SU_T1-R2,6,5,229686708,229.686708
M_LTX249_SU_T1-R2,7,2,3569790,3.56979
M_LTX249_SU_T1-R2,8,1,99801,0.099801
M_LTX249_SU_T1-R3,1,0,0,0
M_LTX249_SU_T1-R3,2,4,50562972,50.562972
M_LTX249_SU_T1-R3,3,19,662068215,662.068215
M_LTX249_SU_T1-R3,4,10,162783910,162.78391
M_LTX249_SU_T1-R3,5,5,232488668,232.488668
M_LTX249_SU_T1-R3,6,1,39576,0.039576
M_LTX249_SU_T1-R3,7,0,0,0
M_LTX249_SU_T1-R3,8,0,0,0
M_LTX250_SU_LN1,1,3,1044172,1.044172
M_LTX250_SU_LN1,2,9,6627708,6.627708
M_LTX250_SU_LN1,3,6,1901466,1.901466
M_LTX250_SU_LN1,4,0,0,0
M_LTX250_SU_LN1,5,0,0,0
M_LTX250_SU_LN1,6,0,0,0
M_LTX250_SU_LN1,7,3,139160093,139.160093
M_LTX250_SU_LN1,8,2,129435,0.129435
M_LTX250_SU_LN2,1,4,1256064,1.256064
M_LTX250_SU_LN2,2,12,13477541,13.477541
M_LTX250_SU_LN2,3,8,2882703,2.882703
M_LTX250_SU_LN2,4,0,0,0
M_LTX250_SU_LN2,5,0,0,0
M_LTX250_SU_LN2,6,2,113539524,113.539524
M_LTX250_SU_LN2,7,2,25620569,25.620569
M_LTX250_SU_LN2,8,1,129435,0.129435
M_LTX250_SU_T1-R1,1,1,210,2.1e-4
M_LTX250_SU_T1-R1,2,12,63522813,63.522813
M_LTX250_SU_T1-R1,3,29,647712372,647.712372
M_LTX250_SU_T1-R1,4,18,262592938,262.592938
M_LTX250_SU_T1-R1,5,7,111582416,111.582416
M_LTX250_SU_T1-R1,6,2,1020580,1.02058
M_LTX250_SU_T1-R1,7,2,2880733,2.880733
M_LTX250_SU_T1-R1,8,4,139289528,139.289528
M_LTX250_SU_T1-R2,1,2,60336,0.060336
M_LTX250_SU_T1-R2,2,2,26962476,26.962476
M_LTX250_SU_T1-R2,3,16,606115973,606.115973
M_LTX250_SU_T1-R2,4,9,278576994,278.576994
M_LTX250_SU_T1-R2,5,3,10721344,10.721344
M_LTX250_SU_T1-R2,6,0,0,0
M_LTX250_SU_T1-R2,7,0,0,0
M_LTX250_SU_T1-R2,8,5,139289528,139.289528
M_LTX250_SU_T1-R3,1,0,0,0
M_LTX250_SU_T1-R3,2,0,0,0
M_LTX250_SU_T1-R3,3,5,139289528,139.289528
M_LTX250_SU_T1-R3,4,0,0,0
M_LTX250_SU_T1-R3,5,0,0,0
M_LTX250_SU_T1-R3,6,0,0,0
M_LTX250_SU_T1-R3,7,0,0,0
M_LTX250_SU_T1-R3,8,0,0,0
M_LTX251_SU_T1-R1,1,0,0,0
M_LTX251_SU_T1-R1,2,4,13923801,13.923801
M_LTX251_SU_T1-R1,3,25,477858562,477.858562
M_LTX251_SU_T1-R1,4,10,94384455,94.384455
M_LTX251_SU_T1-R1,5,8,38637898,38.637898
M_LTX251_SU_T1-R1,6,1,15999191,15.999191
M_LTX251_SU_T1-R1,7,1,234,2.34e-4
M_LTX251_SU_T1-R1,8,1,29408797,29.408797
M_LTX251_SU_T1-R2,1,0,0,0
M_LTX251_SU_T1-R2,2,1,6598974,6.598974
M_LTX251_SU_T1-R2,3,22,516561739,516.561739
M_LTX251_SU_T1-R2,4,7,151455234,151.455234
M_LTX251_SU_T1-R2,5,6,22756266,22.756266
M_LTX251_SU_T1-R2,6,3,4108356,4.108356
M_LTX251_SU_T1-R2,7,2,24423512,24.423512
M_LTX251_SU_T1-R2,8,1,29699101,29.699101
R_LTX120_SU_T1-R1,1,0,0,0
R_LTX120_SU_T1-R1,2,0,0,0
R_LTX120_SU_T1-R1,3,8,332045385,332.045385
R_LTX120_SU_T1-R1,4,5,98568657,98.568657
R_LTX120_SU_T1-R1,5,4,34922918,34.922918
R_LTX120_SU_T1-R1,6,3,462889,0.462889
R_LTX120_SU_T1-R1,7,0,0,0
R_LTX120_SU_T1-R1,8,5,148971377,148.971377
R_LTX120_SU_T1-R2,1,0,0,0
R_LTX120_SU_T1-R2,2,0,0,0
R_LTX120_SU_T1-R2,3,11,362304792,362.304792
R_LTX120_SU_T1-R2,4,6,61040195,61.040195
R_LTX120_SU_T1-R2,5,2,29387321,29.387321
R_LTX120_SU_T1-R2,6,0,0,0
R_LTX120_SU_T1-R2,7,2,80578568,80.578568
R_LTX120_SU_T1-R2,8,3,68392809,68.392809
R_LTX145_SU_T1-R1,1,0,0,0
R_LTX145_SU_T1-R1,2,21,367908117,367.908117
R_LTX145_SU_T1-R1,3,0,0,0
R_LTX145_SU_T1-R1,4,0,0,0
R_LTX145_SU_T1-R1,5,0,0,0
R_LTX145_SU_T1-R1,6,0,0,0
R_LTX145_SU_T1-R1,7,0,0,0
R_LTX145_SU_T1-R1,8,0,0,0
R_LTX145_SU_T1-R2,1,0,0,0
R_LTX145_SU_T1-R2,2,16,408270920,408.27092
R_LTX145_SU_T1-R2,3,1,491085,0.491085
R_LTX145_SU_T1-R2,4,0,0,0
R_LTX145_SU_T1-R2,5,0,0,0
R_LTX145_SU_T1-R2,6,0,0,0
R_LTX145_SU_T1-R2,7,0,0,0
R_LTX145_SU_T1-R2,8,0,0,0
R_LTX145_SU_T1-R3,1,0,0,0
R_LTX145_SU_T1-R3,2,17,367113210,367.11321
R_LTX145_SU_T1-R3,3,1,482070,0.48207
R_LTX145_SU_T1-R3,4,0,0,0
R_LTX145_SU_T1-R3,5,0,0,0
R_LTX145_SU_T1-R3,6,0,0,0
R_LTX145_SU_T1-R3,7,0,0,0
R_LTX145_SU_T1-R3,8,0,0,0
R_LTX145_SU_T1-R4,1,0,0,0
R_LTX145_SU_T1-R4,2,16,370300782,370.300782
R_LTX145_SU_T1-R4,3,1,491085,0.491085
R_LTX145_SU_T1-R4,4,0,0,0
R_LTX145_SU_T1-R4,5,0,0,0
R_LTX145_SU_T1-R4,6,0,0,0
R_LTX145_SU_T1-R4,7,0,0,0
R_LTX145_SU_T1-R4,8,0,0,0
R_LTX201_SU_LN1,1,0,0,0
R_LTX201_SU_LN1,2,0,0,0
R_LTX201_SU_LN1,3,4,138463290,138.46329
R_LTX201_SU_LN1,4,1,129435,0.129435
R_LTX201_SU_LN1,5,0,0,0
R_LTX201_SU_LN1,6,0,0,0
R_LTX201_SU_LN1,7,0,0,0
R_LTX201_SU_LN1,8,0,0,0
R_LTX201_SU_T1-R1,1,1,177656,0.177656
R_LTX201_SU_T1-R1,2,12,417484900,417.4849
R_LTX201_SU_T1-R1,3,8,150314547,150.314547
R_LTX201_SU_T1-R1,4,1,3706,0.003706
R_LTX201_SU_T1-R1,5,0,0,0
R_LTX201_SU_T1-R1,6,1,129435,0.129435
R_LTX201_SU_T1-R1,7,4,138463290,138.46329
R_LTX201_SU_T1-R1,8,0,0,0
R_LTX201_SU_T1-R2,1,0,0,0
R_LTX201_SU_T1-R2,2,0,0,0
R_LTX201_SU_T1-R2,3,5,138592725,138.592725
R_LTX201_SU_T1-R2,4,0,0,0
R_LTX201_SU_T1-R2,5,0,0,0
R_LTX201_SU_T1-R2,6,0,0,0
R_LTX201_SU_T1-R2,7,0,0,0
R_LTX201_SU_T1-R2,8,0,0,0
R_LTX201_SU_T1-R3,1,0,0,0
R_LTX201_SU_T1-R3,2,13,459791768,459.791768
R_LTX201_SU_T1-R3,3,3,6088615,6.088615
R_LTX201_SU_T1-R3,4,1,3558,0.003558
R_LTX201_SU_T1-R3,5,0,0,0
R_LTX201_SU_T1-R3,6,4,138592725,138.592725
R_LTX201_SU_T1-R3,7,1,0,0
R_LTX201_SU_T1-R3,8,0,0,0
R_LTX201_SU_T1-R4,1,0,0,0
R_LTX201_SU_T1-R4,2,12,377770406,377.770406
R_LTX201_SU_T1-R4,3,2,509552,0.509552
R_LTX201_SU_T1-R4,4,0,0,0
R_LTX201_SU_T1-R4,5,0,0,0
R_LTX201_SU_T1-R4,6,4,138463290,138.46329
R_LTX201_SU_T1-R4,7,0,0,0
R_LTX201_SU_T1-R4,8,1,129435,0.129435
R_LTX201_SU_T1-R5,1,2,468306,0.468306
R_LTX201_SU_T1-R5,2,8,11655820,11.65582
R_LTX201_SU_T1-R5,3,7,6846210,6.84621
R_LTX201_SU_T1-R5,4,0,0,0
R_LTX201_SU_T1-R5,5,0,0,0
R_LTX201_SU_T1-R5,6,2,120776981,120.776981
R_LTX201_SU_T1-R5,7,1,17686309,17.686309
R_LTX201_SU_T1-R5,8,2,129435,0.129435
R_LTX201_SU_T1-R6,1,1,283158,0.283158
R_LTX201_SU_T1-R6,2,18,571514529,571.514529
R_LTX201_SU_T1-R6,3,5,4061617,4.061617
R_LTX201_SU_T1-R6,4,1,5135961,5.135961
R_LTX201_SU_T1-R6,5,1,895878,0.895878
R_LTX201_SU_T1-R6,6,0,0,0
R_LTX201_SU_T1-R6,7,4,138592725,138.592725
R_LTX201_SU_T1-R6,8,1,0,0
R_LTX201_SU_T1-R7,1,3,303182,0.303182
R_LTX201_SU_T1-R7,2,10,221178774,221.178774
R_LTX201_SU_T1-R7,3,8,168788252,168.788252
R_LTX201_SU_T1-R7,4,0,0,0
R_LTX201_SU_T1-R7,5,0,0,0
R_LTX201_SU_T1-R7,6,0,0,0
R_LTX201_SU_T1-R7,7,0,0,0
R_LTX201_SU_T1-R7,8,5,138592725,138.592725
R_LTX203_SU_LN1,1,5,1681205,1.681205
R_LTX203_SU_LN1,2,8,5079173,5.079173
R_LTX203_SU_LN1,3,3,7752647,7.752647
R_LTX203_SU_LN1,4,0,0,0
R_LTX203_SU_LN1,5,0,0,0
R_LTX203_SU_LN1,6,2,144452230,144.45223
R_LTX203_SU_LN1,7,2,129435,0.129435
R_LTX203_SU_LN1,8,1,0,0
R_LTX203_SU_T1-R1,1,3,3834777,3.834777
R_LTX203_SU_T1-R1,2,12,309272067,309.272067
R_LTX203_SU_T1-R1,3,23,816240459,816.240459
R_LTX203_SU_T1-R1,4,6,100126654,100.126654
R_LTX203_SU_T1-R1,5,3,1710889,1.710889
R_LTX203_SU_T1-R1,6,2,23128180,23.12818
R_LTX203_SU_T1-R1,7,0,0,0
R_LTX203_SU_T1-R1,8,9,150264758,150.264758
R_LTX203_SU_T1-R2,1,3,920699,0.920699
R_LTX203_SU_T1-R2,2,4,22360465,22.360465
R_LTX203_SU_T1-R2,3,21,550051875,550.051875
R_LTX203_SU_T1-R2,4,15,400997863,400.997863
R_LTX203_SU_T1-R2,5,8,132288263,132.288263
R_LTX203_SU_T1-R2,6,3,10351066,10.351066
R_LTX203_SU_T1-R2,7,0,0,0
R_LTX203_SU_T1-R2,8,10,171455891,171.455891
R_LTX203_SU_T1-R3,1,1,1159,0.001159
R_LTX203_SU_T1-R3,2,3,2126871,2.126871
R_LTX203_SU_T1-R3,3,3,5216212,5.216212
R_LTX203_SU_T1-R3,4,1,135638,0.135638
R_LTX203_SU_T1-R3,5,0,0,0
R_LTX203_SU_T1-R3,6,0,0,0
R_LTX203_SU_T1-R3,7,0,0,0
R_LTX203_SU_T1-R3,8,5,144581665,144.581665
R_LTX203_SU_T1-R4,1,7,3476541,3.476541
R_LTX203_SU_T1-R4,2,17,386114767,386.114767
R_LTX203_SU_T1-R4,3,18,627672032,627.672032
R_LTX203_SU_T1-R4,4,5,130546683,130.546683
R_LTX203_SU_T1-R4,5,3,32507171,32.507171
R_LTX203_SU_T1-R4,6,2,18328044,18.328044
R_LTX203_SU_T1-R4,7,2,1561132,1.561132
R_LTX203_SU_T1-R4,8,9,152616895,152.616895
U_LTX001_SU_T1-R1,1,0,0,0
U_LTX001_SU_T1-R1,2,2,24746082,24.746082
U_LTX001_SU_T1-R1,3,5,170613181,170.613181
U_LTX001_SU_T1-R1,4,1,9764208,9.764208
U_LTX001_SU_T1-R1,5,2,54371088,54.371088
U_LTX001_SU_T1-R1,6,0,0,0
U_LTX001_SU_T1-R1,7,0,0,0
U_LTX001_SU_T1-R1,8,0,0,0
U_LTX001_SU_T1-R2,1,0,0,0
U_LTX001_SU_T1-R2,2,1,22414759,22.414759
U_LTX001_SU_T1-R2,3,6,191756501,191.756501
U_LTX001_SU_T1-R2,4,3,6232936,6.232936
U_LTX001_SU_T1-R2,5,0,0,0
U_LTX001_SU_T1-R2,6,1,47615416,47.615416
U_LTX001_SU_T1-R2,7,0,0,0
U_LTX001_SU_T1-R2,8,0,0,0
U_LTX001_SU_T1-R3,1,0,0,0
U_LTX001_SU_T1-R3,2,2,22554381,22.554381
U_LTX001_SU_T1-R3,3,8,145318602,145.318602
U_LTX001_SU_T1-R3,4,5,91434921,91.434921
U_LTX001_SU_T1-R3,5,0,0,0
U_LTX001_SU_T1-R3,6,1,0,0
U_LTX001_SU_T1-R3,7,0,0,0
U_LTX001_SU_T1-R3,8,0,0,0
U_LTX012_SU_T1-R1,1,0,0,0
U_LTX012_SU_T1-R1,2,1,3211959,3.211959
U_LTX012_SU_T1-R1,3,42,1029717067,1029.717067
U_LTX012_SU_T1-R1,4,8,178217180,178.21718
U_LTX012_SU_T1-R1,5,6,34416634,34.416634
